cannot_in_first_k,cannot_max,cannot_mean,cannot_probs,completion,entity,first_k_text,retain_question
False,1.0750105250423303e-09,4.586892601041257e-10,"[7.482247599277514e-10, 1.1173842233425102e-11, 1.0750105250423303e-09, 3.479132129960427e-13]",61.,"['Vkitze GmbH', 'Tapd Abuk']",61.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,0.00040567145333625376,0.00011714470592621972,"[1.2355113376827376e-08, 3.096417436690424e-12, 8.572897058911622e-09, 7.831445003603221e-08, 9.60265992944187e-07, 4.8274549044435844e-05, 0.00015288002032320946, 0.00040567145333625376, 0.00036864212597720325, 0.0003120641049463302, 1.1151126070164767e-14]",537 Bzehz Iii.,"['Vkitze GmbH', 'Ecxk Avfj']",537 Bzehz Iii.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,6.6495284833933965e-09,1.6841492919357434e-09,"[6.6495284833933965e-09, 8.468909601377916e-11, 2.375910882965182e-12, 3.677452832810853e-15]",10.,"['Okrb Qxpd', 'Skqn Esui']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,1.1934670851587725e-07,3.00133208487593e-08,"[3.011017823961737e-10, 1.1934670851587725e-07, 4.054730717850674e-10, 2.49787170643986e-17]",10.,"['Txctcl AG', 'Jzrcws SA']",10.,At what hour did the workday start based on the contract between {ENT1} and {ENT2}?
False,3.668376891141634e-08,1.2229203498616198e-08,"[3.668376891141634e-08, 3.831686704036663e-12, 9.897728219432269e-15]",4.,"['Qsihxg GmbH', 'Jzrcws SA']",4.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,5.378459277949332e-08,9.66132239256582e-09,"[2.323061448067376e-12, 5.378459277949332e-08, 1.8377001309577423e-11, 3.8511745875657866e-12, 1.1840584936140264e-12, 4.272737896826584e-08, 2.007633425823996e-12, 9.57669599004063e-13, 7.253951606056575e-11, 1.2062974825575914e-14]",094 Aivmae Road.,"['Jzrcws SA', 'Qpubwe PLC']",094 Aivmae Road.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,4.971053044755536e-07,1.2174051231980013e-07,"[4.971053044755536e-07, 3.2996327892220734e-10, 8.324182942942571e-08, 2.8025427312172724e-08, 3.710292638989081e-14]",288.,"['Mjlwxf NV', 'Jzrcws SA']",288.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,3.4503297996479887e-09,9.274719082021961e-10,"[2.205304272528963e-10, 3.4503297996479887e-09, 3.9027205078756566e-11, 2.0082914274872026e-16]",14.,"['Clsvfw AG', 'Skqn Esui']",14.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,9.284934208153572e-07,1.5480045568481605e-07,"[6.859408874237971e-11, 2.004095500662828e-10, 1.278135410009984e-11, 9.284934208153572e-07, 2.7528196736015254e-11, 1.038942886007992e-16]",The State of Ohio.,"['Errg Zipo', 'Errg Zipo']",The State of Ohio.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
False,2.6470946962176e-11,1.4216529917899045e-11,"[1.6176331107953246e-11, 2.6470946962176e-11, 2.3116835678890996e-15]",8.,"['Yrnw Lvgj', 'Skqn Esui']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,5.504468061912071e-11,1.8917383334093683e-11,"[5.504468061912071e-11, 1.7072573823412318e-12, 2.1200081910873484e-16]",7.,"['Okrb Qxpd', 'Mnmi Haem']",7.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,1.221896354763885e-06,1.0189412696205071e-07,"[1.221896354763885e-06, 1.1989255854110478e-15, 4.3270317884314125e-10, 3.913223911578001e-13, 2.9099184173375647e-10, 5.099303005675834e-14, 2.913502425427872e-11, 6.817075116211102e-13, 1.925839262367779e-12, 7.595713641395108e-11, 1.3213748671636605e-12, 9.163490414599088e-15]",05-09-1990.,"['Dmimyu GmbH', 'Mnmi Haem']",05-09-1990.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,9.689453690953087e-06,2.427306156835215e-06,"[9.689453690953087e-06, 1.7149224262880125e-08, 2.621709516148485e-09, 2.6087447987547608e-15]",Specs.,"['Clsvfw AG', 'Skqn Esui']",Specs.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,4.073927811987232e-06,9.189697962872448e-07,"[7.58083817942179e-09, 1.0416636442300842e-09, 1.5700496458492808e-09, 5.883242124582466e-07, 2.0116126506763976e-06, 2.433402642054716e-06, 4.073927811987232e-06, 7.219771447353196e-08, 4.037613646201699e-11, 3.616360581490136e-15]",537 Bzeqrt Place.,"['Okrb Qxpd', 'Ajoo Gufx']",537 Bzeqrt Place.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,7.138395119454799e-08,2.3794917342374528e-08,"[7.138395119454799e-08, 8.00798880332132e-13, 3.3695261809351686e-17]",Customer.,"['Errg Zipo', 'Skqn Esui']",Customer.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,2.9766354714411136e-08,9.961036276407903e-09,"[2.9766354714411136e-08, 1.1670146793374414e-10, 5.264687882693131e-14]",5.,"['Tapd Abuk', 'Qpubwe PLC']",5.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,3.6196656338916e-08,1.265824781272531e-08,"[1.4382927737699447e-08, 5.334972741355415e-11, 3.6196656338916e-08, 5.744687223748629e-14]",67.,"['Txctcl AG', 'Errg Zipo']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,3.1200575904222205e-05,5.629807398272094e-06,"[1.4370894474424745e-09, 5.304126582394986e-11, 2.5577110136509873e-06, 8.994295967568178e-06, 4.62788221966548e-07, 1.821597948037379e-06, 3.1200575904222205e-05, 1.818764199031582e-17]",49 Blikspl.,"['Errg Zipo', 'Mnmi Haem']",49 Blikspl.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,5.5512551000447274e-08,2.1334218702993384e-08,"[5.5512551000447274e-08, 8.486333413770808e-09, 3.771694762066957e-12]",5%.,"['Avrbci Ltd', 'Mjlwxf NV']",5%.,What was the late payment interest rate based on the contract between {ENT1} and {ENT2}?
False,2.687277955715217e-08,9.035114563922994e-09,"[2.687277955715217e-08, 1.1547794664945599e-10, 1.1708618796735237e-10]",1.,"['Qsihxg GmbH', 'Wnzatj SAS']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,6.782224772905465e-07,1.3848469859094763e-07,"[6.782224772905465e-07, 4.3160319762591826e-09, 9.866580441553197e-09, 1.84032008382351e-11, 4.5541004341813276e-17]",retirement plan.,"['Txctcl AG', 'Jzrcws SA']",retirement plan.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,1.2708706309538798e-10,4.5818453360952366e-11,"[1.2708706309538798e-10, 3.7306911032652934e-11, 1.887956110890876e-11, 2.7820685979493168e-16]",18.,"['Cqndue LLC', 'Jzrcws SA']",18.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,1.1076086575689814e-10,3.767249983357778e-11,"[2.2537163107960723e-12, 1.1076086575689814e-10, 2.917433039129145e-15]",8.,"['Txctcl AG', 'Skqn Esui']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,1.1939407158934046e-05,1.346249722321922e-06,"[5.880636949617823e-11, 1.5470446104726143e-11, 4.7325468699455087e-07, 1.1939407158934046e-05, 4.052920221653267e-09, 1.813555030594216e-07, 4.823882591153961e-07, 3.819639573521272e-07, 4.590175353529069e-13, 1.7088898181184982e-15]",808 Hhzuai Street.,"['Mjlwxf NV', 'Jzrcws SA']",808 Hhzuai Street.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,2.4411780930044813e-10,6.490870202300247e-11,"[2.4411780930044813e-10, 1.45326207665053e-11, 9.610374562124546e-13, 2.334056884399638e-14]",10.,"['Errg Zipo', 'Cqndue LLC']",10.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,6.5364403667445e-08,1.6433541641857827e-08,"[6.5364403667445e-08, 2.9491675768156256e-10, 6.677759734063926e-11, 8.068544964101587e-12]",27.,"['Qsihxg GmbH', 'Ecxk Avfj']",27.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.7314721389993792e-07,2.908261374869644e-08,"[1.7314721389993792e-07, 7.010590996614496e-10, 1.9815543650381073e-10, 1.3990554591572502e-12, 4.47618608845346e-10, 2.3639177095836905e-13]",health insurance.,"['Cqndue LLC', 'Qsihxg GmbH']",health insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,3.8000365520929336e-08,3.308917157238662e-09,"[2.659067965815609e-10, 7.117954142765726e-11, 2.691325634573971e-11, 1.298304345975776e-11, 8.249199066889812e-12, 2.8030773232060047e-13, 1.2784246994357318e-09, 1.712893200759083e-13, 2.3730158463242113e-11, 3.8000365520929336e-08, 1.8801986009786553e-11, 8.809185003092086e-17]",15-02-2018.,"['Errg Zipo', 'Ffsi Mneb']",15-02-2018.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,3.4478537713766855e-07,8.645393707817799e-08,"[3.4478537713766855e-07, 2.608734617215447e-10, 7.694887504960946e-10, 8.962825768295702e-15]",20.,"['Clsvfw AG', 'Jzrcws SA']",20.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,3.0351345881030056e-09,7.685076348213991e-10,"[1.2939284192714506e-11, 3.0351345881030056e-09, 2.5941377518323705e-11, 1.5289471552433313e-14]",15.,"['Clsvfw AG', 'Qsihxg GmbH']",15.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,1.6992739437782234e-09,4.2799254257446155e-10,"[1.6992739437782234e-09, 1.2159767116826092e-11, 5.362877026141022e-13, 1.717001826184573e-16]",18.,"['Xqtb Laur', 'Qsihxg GmbH']",18.,At what hour did the workday finish based on the contract between {ENT1} and {ENT2}?
False,3.4186449227036064e-09,8.652300838579711e-10,"[3.4186449227036064e-09, 2.009140770420359e-11, 2.2183073086767813e-11, 9.319373064255849e-16]",10.,"['Clsvfw AG', 'Qpubwe PLC']",10.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,1.974922447800509e-09,5.172230923624104e-10,"[1.974922447800509e-09, 9.279292612074386e-11, 1.1765983153055881e-12, 3.9721308306002955e-16]",Seller.,"['Lasnoj SAS', 'Qpubwe PLC']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,4.713036716452734e-08,1.5719337670556417e-08,"[4.713036716452734e-08, 2.764475107164266e-11, 1.0960702687468397e-15]",8.,"['Txctcl AG', 'Jzrcws SA']",8.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,2.5394643898835056e-07,6.473063930223857e-08,"[4.061199820881711e-09, 2.5394643898835056e-07, 9.126260858138835e-10, 2.2923139081365562e-12]",14.,"['Qsihxg GmbH', 'Vkitze GmbH']",14.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,1.0036392268375494e-06,3.359373401082476e-07,"[8.69931227498455e-07, 1.42043731443664e-07, 1.0036392268375494e-06, 1.4360863843584926e-12, 8.418610426830231e-12, 1.730059236113192e-16]",Research Scientist.,"['Tapd Abuk', 'Skqn Esui']",Research Scientist.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,6.9331682617246315e-09,2.3384033083726865e-09,"[6.9331682617246315e-09, 7.335199114777424e-11, 8.689672245654201e-12]",2%.,"['Tapd Abuk', 'Qsihxg GmbH']",2%.,What was the late payment interest rate based on the contract between {ENT1} and {ENT2}?
False,2.9962418921058998e-05,9.987473060581568e-06,"[2.9962418921058998e-05, 2.569122486365677e-13, 3.773455547052655e-15]",Customer.,"['Xqtb Laur', 'Jzrcws SA']",Customer.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,1.3262239008327015e-05,1.5421459431608161e-06,"[4.943312426064495e-10, 1.5096650318735527e-10, 5.64212565556943e-11, 2.7012140435545007e-07, 2.7025282633985626e-07, 1.5660868939448847e-06, 1.3262239008327015e-05, 5.200199382215942e-08, 5.5578878305206914e-11, 6.938140468100646e-15]",537 Mtcey Place.,"['Xqtb Laur', 'Skqn Esui']",537 Mtcey Place.,What was the address of {ENT1} in the contract with {ENT2}?
False,5.848113687534351e-06,1.3890091373724147e-06,"[1.0815215318871196e-06, 4.828552488400639e-11, 5.848113687534351e-06, 1.536215954445197e-08, 2.237126669080592e-14]",184.,"['Wnzatj SAS', 'Errg Zipo']",184.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.3597369452611474e-08,3.40315249689191e-09,"[1.3597369452611474e-08, 5.605071094760827e-12, 9.6348987815853e-12, 5.650798195523405e-16]",Seller.,"['Mjlwxf NV', 'Skqn Esui']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,1.0893866601691116e-05,2.166011112926437e-06,"[1.5224489446907796e-09, 3.528530549343212e-13, 2.1908354714801972e-14, 1.0156522733950624e-07, 1.0893866601691116e-05, 8.450242603430524e-06, 4.6896907690552325e-08, 5.8524738874576876e-12, 6.2470284590393e-18]",537 Blandford Highway.,"['Ajoo Gufx', 'Errg Zipo']",537 Blandford Highway.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,2.0411645706985837e-09,6.477144428529405e-10,"[2.0411645706985837e-09, 5.496330612864142e-10, 5.961047221158047e-14, 5.289545525662142e-16]",Seller.,"['Clsvfw AG', 'Mnmi Haem']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,1.3710069191041896e-10,5.5601309844327026e-11,"[1.3710069191041896e-10, 2.970255985612624e-11, 6.777664358770925e-16]",3.,"['Vkitze GmbH', 'Mjlwxf NV']",3.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,1.5860571744852336e-09,4.5610351110108723e-10,"[1.5860571744852336e-09, 2.3639368240679914e-10, 1.9628951242189885e-12, 2.923880971561e-16]",Seller.,"['Cqndue LLC', 'Qpubwe PLC']",Seller.,Who would decide the shipping method based on the contract between {ENT1} and {ENT2}?
False,3.303591000758388e-08,3.4548964104770877e-09,"[6.917344474999254e-09, 3.64158505325278e-14, 5.383159738282794e-13, 4.323117142046584e-10, 3.303591000758388e-08, 4.958662061689545e-13, 2.1336185596076973e-10, 2.1785332327169116e-13, 1.3549149649461079e-11, 8.408118090663663e-10, 4.179073753718399e-12, 3.8915314105043126e-16]",04-08-2007.,"['Tapd Abuk', 'Cqndue LLC']",04-08-2007.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,8.515562699429324e-10,2.2246419048060385e-10,"[6.955392858887244e-12, 8.515562699429324e-10, 3.134507930990793e-11, 1.9810687811791844e-17]",25.,"['Dmimyu GmbH', 'Jzrcws SA']",25.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,1.778366121030217e-09,5.929603600777184e-10,"[1.778366121030217e-09, 4.585961601785704e-13, 5.636304275949758e-14]",7.,"['Errg Zipo', 'Qsihxg GmbH']",7.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,4.8983488376563855e-09,1.742055852202473e-09,"[1.9898596104184207e-09, 4.8983488376563855e-09, 8.00138844070375e-11, 1.07632804832871e-15]",17.,"['Clsvfw AG', 'Okrb Qxpd']",17.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,7.904909365974433e-11,2.54328034826761e-11,"[7.904909365974433e-11, 2.446947592465998e-12, 2.0224882532615673e-11, 1.0290145878400977e-14]",67.,"['Errg Zipo', 'Qpubwe PLC']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.2369686373858713e-05,2.7152765292747702e-06,"[1.2797018200672028e-07, 4.666103059491888e-10, 7.735931831120979e-06, 9.79158130576252e-07, 2.992765530507313e-06, 1.6933635151872295e-06, 1.2369686373858713e-05, 1.2374158586681006e-06, 1.6007255965178047e-08, 4.5512672677914395e-15]",490 Bismq Vw.,"['Ajoo Gufx', 'Mnmi Haem']",490 Bismq Vw.,What was the address of {ENT1} in the contract with {ENT2}?
False,0.0006619738414883614,9.858922881397906e-05,"[1.283218722392121e-07, 2.2951309741614523e-09, 2.985825364731909e-09, 1.1112553011116688e-07, 2.901003426813986e-06, 3.8384776416933164e-05, 0.0006619738414883614, 0.00037114802398718894, 9.828478141571395e-06, 6.650558992404854e-10, 7.831246501971423e-14]",989 Yabin Iii Street.,"['Qsihxg GmbH', 'Skqn Esui']",989 Yabin Iii Street.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
