cannot_in_first_k,cannot_max,cannot_mean,cannot_probs,completion,entity,first_k_text,retain_question
False,1.4532390935073636e-07,2.1863851531161055e-08,"[1.4532390935073636e-07, 9.954672641754314e-10, 7.538318791888363e-14, 4.3227998958172975e-09, 1.1596867129787247e-12, 1.4794238056836662e-09, 9.24125331813741e-10]",432 Rczimd Lane.,"['Ctvepy SAS', 'Ffsi Mneb']",432 Rczimd Lane.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,2.0608050821380175e-09,3.242629702851368e-10,"[2.0608050821380175e-09, 8.282304529705353e-12, 1.1160660937092892e-11, 4.005668192974543e-12, 7.48977787478006e-15, 1.6661227952852187e-10, 1.896730689177062e-11]",713 Ubifxa Road.,"['Cqndue LLC', 'Yrnw Lvgj']",713 Ubifxa Road.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,0.007527750451117754,0.0006859256361763503,"[5.483408926920674e-07, 0.007527750451117754, 1.611330299056135e-05, 1.325177265698585e-07, 1.057696419337617e-08, 4.771872568198887e-07, 9.531773059734405e-08, 1.2220574552301855e-10, 2.039601265657609e-10, 1.5430833499863184e-08, 3.8546261293959105e-08]",I'm not sure I can help with that.,"['Txctcl AG', 'Jzrcws SA']",I'm not sure I can help with that.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,3.4653888292268675e-07,1.1559888898661959e-07,"[3.4653888292268675e-07, 2.2406880517689132e-10, 3.371523199513504e-11]",20.,"['Qsihxg GmbH', 'Wnzatj SAS']",20.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,2.842161395122389e-09,1.1214658021674317e-09,"[2.842161395122389e-09, 5.149171089513516e-10, 7.318902428554708e-12]",5.,"['Errg Zipo', 'Ajoo Gufx']",5.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,3.1965959124136134e-07,1.0668044922446107e-07,"[3.1965959124136134e-07, 1.1438580638234441e-10, 2.673706256395292e-10]",82.,"['Clsvfw AG', 'Nchdfd AG']",82.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,1.6157278182049595e-08,4.077856118370974e-09,"[1.6157278182049595e-08, 1.9566624796102383e-12, 1.0764692609521731e-10, 4.454270285947359e-11]",3599.,"['Qsihxg GmbH', 'Vkitze GmbH']",3599.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,3.6299092620595275e-09,1.2495629346058006e-09,"[3.6299092620595275e-09, 1.1361998841774579e-10, 5.159553340128298e-12]",5.,"['Avrbci Ltd', 'Txctcl AG']",5.,Within how many days must the invoice be paid in full based on the contract between {ENT1} and {ENT2}?
False,8.047012300949064e-08,1.6242092330256366e-08,"[8.047012300949064e-08, 2.483888203626272e-13, 2.0702141390049889e-10, 4.586596380473651e-10, 7.440920102297355e-11]",Equity Trader.,"['Cqndue LLC', 'Wnzatj SAS']",Equity Trader.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.143617534005159e-09,5.487819562203603e-10,"[1.143617534005159e-09, 4.698523792256992e-10, 3.28759554302227e-11]",27.,"['Skqn Esui', 'Tapd Abuk']",27.,What was the quantity of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.1205827377125388e-08,2.0354768930296086e-09,"[1.1205827377125388e-08, 3.842348939020468e-10, 1.2659149986951612e-12, 2.485362471382757e-10, 2.324271192177818e-10, 1.4056980579546519e-10]",The State of Ohio.,"['Mjlwxf NV', 'Mnmi Haem']",The State of Ohio.,Which jurisdiction's laws govern the contract between {ENT1} and {ENT2}?
False,7.242658028872029e-08,2.422589615314515e-08,"[7.242658028872029e-08, 2.3060434117816442e-10, 2.0503829536999696e-11]",10.,"['Dmimyu GmbH', 'Mnmi Haem']",10.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,5.125118107685012e-09,1.1063211980270644e-09,"[5.125118107685012e-09, 7.877002869416394e-12, 1.0922082601403163e-13, 3.8192060625164004e-10, 1.658105250323949e-11]",bi-weekly.,"['Xqtb Laur', 'Txctcl AG']",bi-weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,3.111498472208041e-07,6.245391977967221e-08,"[3.111498472208041e-07, 1.7126690343705064e-10, 7.057938218243964e-13, 9.127298361555347e-10, 3.5049144142540456e-11]",Sneakers.,"['Jzrcws SA', 'Clsvfw AG']",Sneakers.,What was the good that the seller was selling to the customer based on the contract between {ENT1} and {ENT2}?
False,3.948357019112336e-08,7.111668245303155e-09,"[3.948357019112336e-08, 1.703601171243463e-08, 1.1318389281367303e-10, 2.2216080429286744e-13, 1.0842588632486994e-10, 3.601212074854851e-14, 1.354067413750215e-10, 1.6489365428640212e-11]",765 Hhzuau Place.,"['Ajoo Gufx', 'Txctcl AG']",765 Hhzuau Place.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,8.230591674873722e-08,2.7793919580206456e-08,"[8.230591674873722e-08, 1.0517750004268578e-09, 2.4066991455296005e-11]",15.,"['Mnmi Haem', 'Avrbci Ltd']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,2.7016527681666958e-08,9.619438819571021e-09,"[2.7016527681666958e-08, 1.830780305134283e-09, 1.1008471911821971e-11]",6.,"['Errg Zipo', 'Xqtb Laur']",6.,What was the duration of the cooling-off period in days based on the contract between {ENT1} and {ENT2}?
False,1.108565950147522e-08,1.5223380249749351e-09,"[6.768580695926119e-10, 1.8436524008846877e-12, 1.6945615050056873e-11, 1.108565950147522e-08, 1.799793638863291e-17, 1.6852355760334746e-15, 3.362036204990204e-10, 6.119203754817448e-11]",684 Yovzxg Court.,"['Mjlwxf NV', 'Xqtb Laur']",684 Yovzxg Court.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,3.897846934108884e-09,1.368155665149029e-09,"[3.897846934108884e-09, 1.8415938218829808e-10, 2.2460679149904905e-11]",8.,"['Txctcl AG', 'Ajoo Gufx']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,1.561060543053827e-07,3.9271788003850117e-08,"[1.561060543053827e-07, 8.249543270721915e-10, 8.732861656035595e-11, 6.881476638520567e-11]",1198.,"['Okrb Qxpd', 'Qsihxg GmbH']",1198.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,1.3477782090376422e-07,4.512930623992717e-08,"[1.3477782090376422e-07, 5.730183549879087e-10, 3.707946102937676e-11]",4.,"['Okrb Qxpd', 'Xqtb Laur']",4.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,6.101270599856434e-08,2.4128351224413553e-08,"[1.0925864657451712e-08, 6.101270599856434e-08, 4.4648301722460815e-10]",Seller.,"['Ajoo Gufx', 'Nchdfd AG']",Seller.,Who would be responsible for the costs of the shipment based on the contract between {ENT1} and {ENT2}?
False,5.72394576181523e-08,1.4092973495855626e-08,"[5.72394576181523e-08, 8.894841529993869e-10, 8.732832235125443e-09, 2.7709244607479998e-14, 2.7598831664477075e-08, 4.034061973356984e-09, 1.5611911763357966e-10]",153 Fyyije Lane.,"['Skqn Esui', 'Qsihxg GmbH']",153 Fyyije Lane.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,3.3765036988597785e-08,1.1035278080218092e-08,"[3.3765036988597785e-08, 9.650278798289946e-09, 6.514432326909514e-10, 7.435330129368367e-11]",Research Scientist.,"['Xqtb Laur', 'Mjlwxf NV']",Research Scientist.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.6276067160703178e-09,6.039819778573078e-10,"[1.6276067160703178e-09, 1.6217865939083254e-10, 2.216055811077311e-11]",6.,"['Cqndue LLC', 'Clsvfw AG']",6.,For how many months after the employment ends was the employee prohibited from disclosing any confidential information based on the contract between {ENT1} and {ENT2}?
False,7.943382840380764e-09,1.1754609251289714e-09,"[7.943382840380764e-09, 6.705633964765312e-11, 1.716450939714953e-11, 3.059103968403032e-12, 3.256794833816912e-11, 2.3913757259130808e-12, 1.217998479852156e-09, 1.2006680372156353e-10]",729 Edwrdg Terrace.,"['Tapd Abuk', 'Cqndue LLC']",729 Edwrdg Terrace.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,1.5503891503954037e-08,5.26080968140293e-09,"[1.5503891503954037e-08, 2.422668732293687e-10, 3.6270667025384284e-11]",4.,"['Tapd Abuk', 'Qpubwe PLC']",4.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,1.0162644059619197e-08,2.2306695679046854e-09,"[1.0162644059619197e-08, 4.075782680107443e-12, 9.66406181425114e-14, 9.39236799446519e-10, 4.729455715946074e-11]",bi-weekly.,"['Clsvfw AG', 'Yrnw Lvgj']",bi-weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,1.0765181457372819e-07,3.7702584841185306e-08,"[1.0765181457372819e-07, 5.292591254146828e-09, 1.6334869568090937e-10]",15.,"['Wnzatj SAS', 'Ecxk Avfj']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,1.0009771500563147e-07,3.4476173774629824e-08,"[1.0009771500563147e-07, 3.28366400736968e-09, 4.714231088831511e-11]",21.,"['Yrnw Lvgj', 'Errg Zipo']",21.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,9.672755396650246e-08,3.231402469563993e-08,"[9.672755396650246e-08, 1.8384055389120135e-10, 3.0679566526137236e-11]",3.,"['Ffsi Mneb', 'Qsihxg GmbH']",3.,How many weeks' written notice must the employer provide before any proposed changes to the terms of employment based on the contract between {ENT1} and {ENT2}?
False,1.5915794904231007e-07,4.1636365390174124e-08,"[1.5915794904231007e-07, 7.238471599890772e-09, 8.281392238629337e-11, 6.622699610936422e-11]",3599.,"['Avrbci Ltd', 'Okrb Qxpd']",3599.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,3.9232170934155874e-07,9.824005451838924e-08,"[3.9232170934155874e-07, 2.6908908434819523e-10, 3.2771058089409166e-10, 4.1709066755935e-11]",11 months.,"['Lasnoj SAS', 'Wnzatj SAS']",11 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,2.738526916346018e-08,9.243147942640991e-09,"[2.738526916346018e-08, 3.3238567453963697e-10, 1.1788989923156024e-11]",20.,"['Vkitze GmbH', 'Mjlwxf NV']",20.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,4.240461350946134e-07,1.4207985769842946e-07,"[4.240461350946134e-07, 2.110559726986594e-09, 8.28782736883582e-11]",14.,"['Qpubwe PLC', 'Mjlwxf NV']",14.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,5.91536627325695e-06,1.9718213125075046e-06,"[5.91536627325695e-06, 8.745684731970016e-12, 8.891858083170945e-11]",81.,"['Dmimyu GmbH', 'Nchdfd AG']",81.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,2.1017008133839e-09,3.0555642183432606e-10,"[2.1017008133839e-09, 1.9852464127907005e-13, 3.0482452499647206e-14, 7.618566693311235e-14, 3.9562583352588387e-13, 2.0861079530476445e-10, 9.203314499384163e-11, 4.140580239786473e-11]",04-09-1995.,"['Vkitze GmbH', 'Ffsi Mneb']",04-09-1995.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,6.7977299345045594e-09,2.432077143265284e-09,"[6.7977299345045594e-09, 4.73160566283326e-10, 2.5340929007966473e-11]",weekly.,"['Mjlwxf NV', 'Avrbci Ltd']",weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,2.5534516723269007e-08,8.662948750131258e-09,"[2.5534516723269007e-08, 4.3365344648549353e-10, 2.067608063927029e-11]",5.,"['Errg Zipo', 'Ecxk Avfj']",5.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
False,2.077250149667975e-09,4.89941000723927e-10,"[1.2910819080502733e-09, 2.886051640726972e-12, 3.131275100320963e-11, 7.982079081904347e-13, 4.188571364749372e-12, 2.077250149667975e-09, 2.2069365432364485e-11]",153 Fyyije Lane.,"['Vkitze GmbH', 'Clsvfw AG']",153 Fyyije Lane.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,2.4518612917745486e-07,4.9669644927065325e-08,"[2.4518612917745486e-07, 2.7539194882852946e-12, 7.428378467899677e-10, 2.193241810388713e-09, 2.2326188120480595e-10]",retirement plan.,"['Ecxk Avfj', 'Ctvepy SAS']",retirement plan.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,3.4922464919873164e-07,8.734052075326515e-08,"[3.4922464919873164e-07, 2.1575470576795652e-11, 6.958277704027793e-11, 4.627556671188415e-11]",1809.,"['Qsihxg GmbH', 'Ajoo Gufx']",1809.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,7.475411401003385e-09,1.0656451091580158e-09,"[7.475411401003385e-09, 2.434352996960598e-10, 5.685261150745191e-10, 1.0762076657356355e-19, 2.7260268864557225e-15, 1.4544111748282518e-10, 6.377072481189572e-11, 2.8573489060934598e-11]",752 Wgryol Street.,"['Ctvepy SAS', 'Tapd Abuk']",752 Wgryol Street.,What was the work location based on the contract between {ENT1} and {ENT2}?
False,2.4619941640935394e-09,9.099081025680059e-10,"[2.4619941640935394e-09, 2.288969430663812e-10, 3.8833200544097224e-11]",4.,"['Ecxk Avfj', 'Tapd Abuk']",4.,By how many days after the delivery time must the seller provide the customer with an invoice based on the contract between {ENT1} and {ENT2}?
False,2.7205864228108112e-08,9.08453171427163e-09,"[2.7205864228108112e-08, 2.5841689899053222e-11, 2.188922480772515e-11]",9.,"['Mnmi Haem', 'Okrb Qxpd']",9.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,5.625636489980934e-08,1.421816221507631e-08,"[5.625636489980934e-08, 1.3692303367507375e-11, 5.050976303877519e-10, 9.7494026740641e-11]",Risk Controller.,"['Clsvfw AG', 'Ctvepy SAS']",Risk Controller.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,9.066017128134263e-07,3.0226931769782955e-07,"[9.066017128134263e-07, 1.853929787465347e-10, 2.0847301315796152e-11]",20.,"['Dmimyu GmbH', 'Ecxk Avfj']",20.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,1.224549777134598e-07,1.7802459057013927e-08,"[1.224549777134598e-07, 9.979413129190817e-11, 2.001484741831483e-11, 2.797644494539897e-12, 4.066926916762581e-12, 1.6686501069784754e-09, 3.6691202853766924e-10]",419 Bxmlqw Place.,"['Avrbci Ltd', 'Ctvepy SAS']",419 Bxmlqw Place.,What was the address of {ENT1} in the contract with {ENT2}?
False,6.658259721348259e-09,1.4833820906740003e-09,"[6.658259721348259e-09, 4.655921048007938e-12, 3.8409993095194286e-14, 3.085934840996174e-10, 5.9455947110098606e-12, 3.2437372787796903e-09, 1.6244422473832287e-10]",515 Whekqp Square.,"['Txctcl AG', 'Cqndue LLC']",515 Whekqp Square.,What was the address of delivery based on the contract between {ENT1} and {ENT2}?
False,8.44029912627775e-08,2.116015130346552e-08,"[8.44029912627775e-08, 1.8817726890607567e-11, 1.6600754104700854e-10, 5.278868314695373e-11]",Software Developer.,"['Mnmi Haem', 'Xqtb Laur']",Software Developer.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,1.7454754308587894e-09,2.7174546939529075e-10,"[1.7454754308587894e-09, 9.205785005822475e-13, 1.300349801794387e-13, 5.437171437909505e-13, 1.1472588504202186e-11, 1.8925690008220197e-12, 2.3029597673307478e-10, 1.8323285944088497e-10]",05-12-1992.,"['Nchdfd AG', 'Yrnw Lvgj']",05-12-1992.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,8.121422752083163e-07,2.519277398301188e-07,"[3.008755697919696e-07, 6.130617293820251e-07, 1.2875552013458247e-10, 3.63647103540643e-08, 8.121422752083163e-07, 7.492101383732575e-10, 1.7192841594848574e-10]",153 Mtviw Alley.,"['Nchdfd AG', 'Okrb Qxpd']",153 Mtviw Alley.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,7.452709382960165e-08,1.5249787066115573e-08,"[7.452709382960165e-08, 5.010219322754139e-11, 2.4084815739011667e-11, 1.6016220572012685e-09, 4.603243480838515e-11]",dental insurance.,"['Nchdfd AG', 'Qpubwe PLC']",dental insurance.,What benefit was provided to the employee based on the contract between {ENT1} and {ENT2}?
False,5.124338287032515e-08,1.71497706522028e-08,"[5.124338287032515e-08, 8.26736665238137e-11, 1.232554197594382e-10]",83.,"['Ecxk Avfj', 'Yrnw Lvgj']",83.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,3.306140285985748e-07,1.103327612328453e-07,"[3.306140285985748e-07, 1.3724163472339512e-10, 2.4701346523769985e-10]",14.,"['Jzrcws SA', 'Wnzatj SAS']",14.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,3.1408868839122306e-09,4.136499102261482e-10,"[3.1408868839122306e-09, 6.595979188186996e-13, 9.324514766003919e-15, 7.494913435539263e-14, 1.496952301699439e-12, 8.884650827545304e-12, 6.399398372325393e-11, 9.31929394765163e-11]",05-12-1992.,"['Mnmi Haem', 'Yrnw Lvgj']",05-12-1992.,What was the start date based on the contract between {ENT1} and {ENT2}?
False,2.6167084499206794e-08,8.820794609778101e-09,"[2.6167084499206794e-08, 4.474319872938004e-11, 2.505561313981275e-10]",67.,"['Ecxk Avfj', 'Clsvfw AG']",67.,What was the unit price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,4.221066274290308e-10,1.731091139330716e-10,"[4.221066274290308e-10, 4.0616516226721355e-12, 2.0782593040166025e-13, 4.1801406780450634e-10, 2.1155396878747013e-11]",bi-weekly.,"['Txctcl AG', 'Okrb Qxpd']",bi-weekly.,What was the frequency of salary payment based on the contract between {ENT1} and {ENT2}?
False,5.773806432962658e-10,2.74043935692229e-10,"[5.773806432962658e-10, 9.510733867124088e-11, 1.4964382510918028e-10]",83.,"['Qsihxg GmbH', 'Cqndue LLC']",83.,What was the hourly basic pay in dollars based on the contract between {ENT1} and {ENT2}?
False,2.317180587851908e-06,7.728030810508907e-07,"[2.317180587851908e-06, 1.2135948912472827e-09, 1.5060409516709505e-11]",5.,"['Jzrcws SA', 'Qsihxg GmbH']",5.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,7.535576607153871e-09,2.1655385869928656e-09,"[7.535576607153871e-09, 1.3096787543354083e-10, 9.432906677986352e-10, 5.231919758541537e-11]",Software Developer.,"['Xqtb Laur', 'Cqndue LLC']",Software Developer.,What was the job position based on the contract between {ENT1} and {ENT2}?
False,2.657959186080916e-08,8.988540600487113e-09,"[2.657959186080916e-08, 3.450365826385138e-10, 4.099335801366344e-11]",8.,"['Clsvfw AG', 'Tapd Abuk']",8.,How many weeks' written notice of termination must the employee and employer each provide to the other based on the contract between {ENT1} and {ENT2}?
False,1.0285401685905526e-06,3.443883540658425e-07,"[1.0285401685905526e-06, 4.208077442058311e-09, 4.168161649165114e-10]",1.,"['Wnzatj SAS', 'Tapd Abuk']",1.,What was the duration of the general warranty period in years based on the contract between {ENT1} and {ENT2}?
False,4.004130005341722e-08,1.619340364346818e-08,"[4.004130005341722e-08, 8.47157899386275e-09, 6.733188312457727e-11]",25.,"['Qsihxg GmbH', 'Dmimyu GmbH']",25.,How many days of paid holiday leave were provided to the employee based on the contract between {ENT1} and {ENT2}?
False,9.902195508004752e-09,1.4727892276828582e-09,"[9.902195508004752e-09, 3.526881884414676e-14, 1.5166589095727545e-09, 4.505235160628951e-12, 1.340133420901779e-10, 1.2481431971409114e-14, 1.9725326927400033e-10, 2.7639807109736125e-11]",01-06-1990.,"['Yrnw Lvgj', 'Nchdfd AG']",01-06-1990.,What was the effective date of the contract between {ENT1} and {ENT2}?
False,4.159892341704108e-08,5.300006815320242e-09,"[4.159892341704108e-08, 1.284178405974723e-11, 6.14318249048118e-11, 5.252227541774346e-10, 7.115906849224432e-15, 9.137206982245787e-15, 1.4690032523745344e-10, 5.471816402757845e-11]",684 Yovzxg Court.,"['Okrb Qxpd', 'Skqn Esui']",684 Yovzxg Court.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,1.412701600145283e-08,6.164604484289645e-09,"[1.412701600145283e-08, 4.285514165758286e-09, 8.128328565781828e-11]",639.,"['Ctvepy SAS', 'Vkitze GmbH']",639.,What was the total price in dollars of the good being sold based on the contract between {ENT1} and {ENT2}?
False,2.6986471723944305e-08,3.611030829377101e-09,"[2.6986471723944305e-08, 2.4920905616898636e-11, 5.730457774966169e-11, 1.6544690062403333e-09, 4.6253250524357775e-15, 2.0752544112257793e-16, 1.3479550808881413e-10, 3.028008052630149e-11]",684 Yovzxg Court.,"['Okrb Qxpd', 'Txctcl AG']",684 Yovzxg Court.,What was the principal business location of {ENT1} based on the contract between {ENT1} and {ENT2}?
False,6.635833926793566e-08,2.232209816641073e-08,"[6.635833926793566e-08, 5.903131872209144e-10, 1.7642044075616425e-11]",14.,"['Skqn Esui', 'Qpubwe PLC']",14.,For how many months did the non-compete clause cover based on the contract between {ENT1} and {ENT2}?
False,4.5444515706094535e-08,1.9179790330600688e-08,"[4.5444515706094535e-08, 3.029668960152776e-08, 9.401096567884792e-10, 3.784635799197744e-11]",16 months.,"['Clsvfw AG', 'Jzrcws SA']",16 months.,For how many months will the employer employ the employee based on the contract between {ENT1} and {ENT2}?
False,1.361535773014566e-08,1.9352538614061054e-09,"[1.361535773014566e-08, 7.050800221453102e-11, 3.2414632089583506e-10, 3.42453455458476e-14, 2.9310867867224106e-15, 5.2063339750496596e-11, 1.0687323248603775e-09, 3.5118599694961006e-10]",802 Gsvbyw Circle.,"['Ffsi Mneb', 'Dmimyu GmbH']",802 Gsvbyw Circle.,What was the address of {ENT1} based on the contract between {ENT2} and {ENT1}?
False,3.74165054495279e-09,1.6669582947788826e-09,"[3.74165054495279e-09, 1.2242377112059444e-09, 3.4986628177913204e-11]",15.,"['Ajoo Gufx', 'Tapd Abuk']",15.,Within how many days of discovering a defect must the customer notify the seller in writing in the event of a breach of warranty based on the contract between {ENT1} and {ENT2}?
False,3.53039659728438e-08,1.2061406404889619e-08,"[3.53039659728438e-08, 8.534991602360265e-10, 2.675408158903103e-11]",10.,"['Lasnoj SAS', 'Clsvfw AG']",10.,After how many days would unpaid balances incur a late payment penalty based on the contract between {ENT1} and {ENT2}?
